,N,Bx,By,Bz,Ex,Ey,Ez
596,100000,9.93324411184362e-13,7.819859677545515e-13,1.3801217680866163e-10,15213.230232254777,8863.807073996346,-189460.91524806205
597,100000,-4.567802899559599e-13,-1.5264943356269886e-13,1.336087743629888e-10,-5222.701294607402,-317.6335919127695,-178285.6689991999
598,100000,-8.373467948349414e-13,-1.837792611565125e-12,1.359287132265355e-10,6129.8600208410635,-46255.366790087144,-199874.5047564165
599,100000,-3.930060964846891e-13,-5.001353874643149e-13,1.3484830545544878e-10,-5501.301429974336,-20502.016251116518,-184421.21042741826
600,100000,1.071920236915524e-12,-1.7807116675623427e-13,1.3921838115812416e-10,-2398.713621277688,-8284.874208822954,-198167.27851401825
601,100000,-1.6791389365558972e-12,9.883410180016604e-13,1.3683007214644995e-10,-22702.746975688282,21577.095343570058,-197055.8119879021
602,100000,-4.105658001087316e-13,-1.0758882248694573e-13,1.3765130090924025e-10,5388.241706195989,-1331.56965183189,-206461.32983976716
603,100000,3.73148147974324e-13,5.042563898165794e-13,1.3525937474394874e-10,13241.018254518798,1286.8492162932196,-201793.21679001424
604,100000,8.611785956646308e-13,2.3457924235822638e-12,1.3334432008390268e-10,2219.992742247449,38876.79762176672,-181798.49919337098
605,100000,-6.887810197640466e-13,3.410937782796026e-13,1.346786405012571e-10,-17963.271347182144,-20630.573450390086,-177487.99576712737
606,100000,-1.549205470138545e-12,-8.463658992669224e-13,1.3874114902422904e-10,-16641.300515239793,480.6531296320002,-193082.6757523847
607,100000,-2.1916616567174737e-12,1.6184739525126218e-13,1.3881995912327866e-10,-20330.922892249375,3104.930261985627,-196082.56754378096
608,100000,3.215418460658046e-14,2.287925086134684e-12,1.3575865455648544e-10,11922.134890700076,35300.91206660029,-193730.8799811695
609,100000,-5.532649455104383e-13,-1.3871333786739648e-13,1.4376888506059815e-10,-26143.97387640224,563.6702156454121,-206199.73302807906
610,100000,2.987852354422914e-12,-1.291826940183156e-14,1.358122922606753e-10,51594.41454140872,7719.862827564104,-187983.95373903654
611,100000,8.862734895237793e-13,-1.753491410075869e-13,1.3703177931725232e-10,21211.245837329036,10384.372967205205,-189837.13914752088
612,100000,-1.0038059581127116e-12,9.611954922905598e-13,1.3626556436980974e-10,2513.4630423827643,24200.382524824297,-203962.44053012397
613,100000,1.3860271880550096e-13,2.0187985649371974e-12,1.3824177759161784e-10,-10237.318429925816,36406.04623172334,-200898.86991427917
614,100000,5.053781284336549e-13,8.140517591848787e-13,1.3774744782572206e-10,42.40992079601976,34858.01995934037,-192255.8382015064
615,100000,-1.6838829780580597e-13,1.6013530374087214e-13,1.3832504717212175e-10,922.2638240575302,11250.20561757816,-188453.14651980952
616,100000,-2.2366437707175303e-14,6.230747699588817e-14,1.312295541566195e-10,-15611.031461853985,8639.8784839739,-174240.096034881
617,100000,5.173361091176601e-13,9.043668358065812e-13,1.4376877805562233e-10,1269.4982207470691,1666.4598628977164,-213230.92241055542
618,100000,3.892979511753431e-13,-1.1361977867071518e-13,1.3780422207840173e-10,-12087.43617543785,13356.21159179131,-186164.12195167836
619,100000,-2.736280790340831e-13,1.4596663658964004e-13,1.3701533496567742e-10,-6072.945574155493,22139.53172859437,-189085.82196927583
620,100000,-1.4198934034226727e-12,1.3966989146516911e-12,1.3558805662365635e-10,-56247.60538722802,16283.5950786816,-190565.38599017964
621,100000,-4.548023908833612e-13,7.778339151809798e-13,1.3720986852781737e-10,-5354.632539559884,14530.549011060326,-201222.491366892
622,100000,-6.326075583876776e-13,-1.479580471722132e-13,1.34130669380421e-10,-19375.914897964885,-5920.85346260983,-176860.64678002158
623,100000,-9.982521286175071e-13,-7.267897128000453e-13,1.350178297332009e-10,12483.096045016544,-8313.00433325333,-179208.0630377963
624,100000,-9.771779594873445e-13,-1.0838992218154473e-12,1.4716604520807517e-10,-15785.00931405856,-4870.612125014254,-233051.2304010852
625,100000,2.473900070700088e-13,1.5291976697895775e-12,1.3440310819676733e-10,7461.52271117337,20496.31533059325,-175885.20385936345
626,100000,1.9099335261632835e-12,4.2248760774485065e-13,1.3421454664377047e-10,43221.5549105639,11026.679679628807,-187093.2678384832
627,100000,-1.1452653299197043e-12,1.359958314058641e-14,1.3422739791680088e-10,-29248.728216075062,10438.297503955677,-191066.38324776926
628,100000,-1.1153896436975679e-12,1.0401597309220176e-12,1.3690786608500433e-10,-47896.35428917555,16031.99735678863,-195931.51959481675
629,100000,6.050613000456332e-13,6.568980216991258e-13,1.3916080368494876e-10,9295.267465431501,11142.632695716367,-198708.89964171176
630,100000,-1.384152020553924e-12,1.4444345105727818e-12,1.3346125889904385e-10,-28073.478979709216,27879.41101664964,-181553.84345930535
631,100000,-1.8701358256851882e-12,-3.272047432674502e-13,1.3866123902259652e-10,-50125.46291023905,12856.472497433213,-192256.66510244482
632,100000,1.0607049442494846e-12,-1.1484955424875102e-13,1.369811141214376e-10,9298.584660177872,-30471.972716536064,-193260.06197277084
633,100000,-3.9502187543430935e-14,-8.41734985184839e-13,1.3704336583714596e-10,-16723.34567637873,-16210.09999794809,-200887.2267285128
634,100000,7.761040666691017e-13,1.6931486106853575e-12,1.3660237826368519e-10,7845.425049287139,28696.10433011329,-190927.8804637387
635,100000,-4.16104718626879e-13,-1.266895208971283e-12,1.3525167926314514e-10,-9461.310371606514,-33112.89212921911,-181326.0322268718
636,100000,-4.890317092917492e-13,4.641707572353026e-13,1.4428586514921693e-10,-7799.431725111707,19049.613959298746,-201204.00225992306
637,100000,6.167217596170387e-13,-8.362584783579598e-13,1.3964891843521367e-10,18867.17488812249,-14514.858761772106,-195981.4151700528
638,100000,-2.894964808425453e-13,7.44235965703219e-14,1.3415482748991956e-10,-23052.9414317086,10923.122648592822,-192944.03890871012
639,100000,1.009040307780708e-12,-3.33278968626985e-13,1.3709341434084208e-10,4279.219993415964,-22176.42437499967,-192426.1800737238
640,100000,9.835560833836327e-13,9.22690262904448e-13,1.409378780178567e-10,25852.47089345375,11590.972483509277,-198523.6410584904
641,100000,-9.797573480165535e-13,6.250898484324452e-14,1.3967984858384896e-10,-32405.22476367516,25693.782625142052,-192948.79033855238
642,100000,2.0752503561161725e-12,-1.1908405136727077e-12,1.3759301338493955e-10,27622.869590602273,-9158.8652636146,-198876.50553867046
643,100000,4.178291815439861e-14,-1.5454086225609743e-12,1.3112965739057733e-10,-10313.167748607853,-35084.863451171484,-163491.14163393743
644,100000,5.37188500228845e-13,3.24882654700149e-13,1.3782865382378348e-10,-1411.4372885802109,14477.481552848943,-195129.5882460825
645,100000,1.0783642790501873e-13,-4.925466640231557e-13,1.3568225887870886e-10,-2215.6850730014485,4114.327209306313,-197954.0257500755
646,100000,-7.407078330857825e-13,-9.203502241231196e-13,1.3752458655254127e-10,-21642.915934048928,-8808.762058112745,-189730.45187668738
647,100000,3.247732577221192e-13,-1.8219949646964718e-13,1.330420452321749e-10,32144.58845254969,-2294.012218455816,-183271.53509316963
648,100000,-1.1016926349330643e-12,-5.976395325522141e-13,1.39639324131706e-10,2138.097771342862,7927.511803156382,-205845.16683886835
649,100000,-6.483058120781376e-13,-3.101006060326257e-13,1.342376495181663e-10,-1912.1664829883723,915.6311360744721,-187438.36341009894
650,100000,-1.1273988575219469e-12,-3.373359913584003e-13,1.363779996164582e-10,-12540.917582161532,16101.696720920854,-194247.3282006874
651,100000,-3.2362814830218417e-13,-3.3892040119357403e-13,1.2920528815904404e-10,12569.464730680862,-5976.5847847678315,-160073.22432376666
652,100000,-1.5499896227291532e-13,1.0561058691758333e-12,1.3369797318064045e-10,2174.4137158513145,18604.103797637476,-204800.43741810828
653,100000,2.8014558966575307e-13,-8.059685598109345e-13,1.3379355386551577e-10,20277.730671352492,-27933.69643253924,-178667.42583021545
654,100000,-9.011159562202509e-13,8.287176480472157e-13,1.4209582636000427e-10,-10481.00015365928,16894.601582330735,-205921.37367618256
655,100000,-8.379298235424273e-13,-1.4184763876329381e-14,1.3878238169648278e-10,-13540.334378046029,-2418.8307415457916,-201373.51779446655
656,100000,-9.16590274980667e-13,1.1492432865193822e-12,1.3403512382076773e-10,-9910.48368654555,22915.29828394948,-190996.49016435683
657,100000,3.071951184730848e-13,1.5637665255285819e-12,1.3716291558640419e-10,-11489.57250672406,33529.05328516428,-188274.40701540734
658,100000,6.318480525801248e-13,-7.905637261190089e-13,1.361633027600289e-10,13095.563744355006,-19400.041727842283,-179273.25600958336
